User_ID,Age_Group,Gender,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional_Stability,Lighting_Level,Temperature,Acoustic_Level,Layout_Adaptability,Space_Utilization,Movement_Pattern,Emotional_Feedback,Comfort_Level,Engagement_Level,Sentiment_Category,Predicted_Behavior
U0681,41-60,Female,0.25,0.85,0.61,0.8,0.33,680.9,23.5,42.0,10,39.6,3,0.99,9,1,Happy,Working
U0682,18-25,Male,0.33,0.26,0.51,0.46,0.56,952.8,25.7,61.9,1,92.2,4,-0.67,4,6,Unhappy,Socializing
U0683,18-25,Male,0.59,0.56,0.22,0.35,0.27,137.1,19.2,48.9,7,7.6,2,0.56,2,8,Happy,Exploring
U0684,26-40,Female,0.4,0.84,0.42,0.74,0.84,927.0,28.9,61.3,8,71.5,2,0.66,2,7,Happy,Working
U0685,61+,Female,0.49,0.83,0.77,0.5,0.44,648.2,24.8,45.2,1,73.6,2,0.99,9,9,Happy,Exploring
U0686,26-40,Female,0.46,0.31,0.68,0.33,0.84,826.6,27.4,60.9,0,99.7,1,-0.14,9,8,Neutral,Exploring
U0687,26-40,Other,0.81,0.46,0.71,0.83,0.86,445.5,27.5,43.8,5,76.9,3,0.75,3,3,Happy,Relaxing
U0688,18-25,Female,0.83,0.63,0.69,0.34,0.2,524.7,21.1,32.5,2,38.3,3,0.92,5,7,Happy,Working
U0689,41-60,Female,0.55,0.31,0.42,0.22,0.52,882.0,24.4,75.6,0,55.7,1,-0.65,5,8,Unhappy,Relaxing
U0690,18-25,Male,0.43,0.88,0.27,0.21,0.22,473.4,29.5,74.2,5,36.7,1,-0.04,2,9,Neutral,Relaxing
U0691,26-40,Male,0.27,0.84,0.39,0.64,0.84,581.2,19.1,78.5,7,19.6,1,-0.88,2,1,Unhappy,Exploring
U0692,26-40,Male,0.87,0.32,0.78,0.66,0.56,118.2,26.2,65.8,8,24.9,4,0.24,10,9,Happy,Exploring
U0693,26-40,Male,0.24,0.28,0.89,0.42,0.25,242.7,29.5,64.1,5,22.2,1,0.16,1,2,Neutral,Exploring
U0694,18-25,Male,0.41,0.26,0.55,0.42,0.28,677.5,21.6,58.0,5,54.9,2,-0.59,2,0,Unhappy,Working
U0695,18-25,Female,0.41,0.84,0.21,0.44,0.47,745.3,28.3,36.3,0,90.6,2,0.6,7,0,Happy,Working
U0696,26-40,Female,0.42,0.34,0.3,0.68,0.86,624.3,29.2,39.5,4,91.3,2,-0.93,1,9,Unhappy,Working
U0697,18-25,Female,0.32,0.49,0.43,0.24,0.69,229.0,27.0,44.5,2,5.5,3,0.61,1,5,Happy,Working
U0698,26-40,Male,0.75,0.51,0.61,0.85,0.81,500.9,20.8,74.5,6,8.0,4,-0.95,9,0,Unhappy,Exploring
U0699,18-25,Female,0.29,0.62,0.25,0.36,0.46,419.6,22.0,38.6,8,24.5,1,0.31,2,4,Happy,Exploring
U0700,26-40,Female,0.64,0.25,0.86,0.9,0.23,546.1,18.4,76.1,10,25.5,3,-0.84,4,5,Unhappy,Relaxing
U0701,26-40,Male,0.29,0.36,0.46,0.32,0.88,883.3,28.0,56.1,5,9.5,2,-0.5,3,8,Unhappy,Exploring
U0702,18-25,Female,0.25,0.85,0.84,0.74,0.21,798.3,28.2,65.8,4,38.8,4,0.44,4,5,Happy,Working
U0703,26-40,Male,0.84,0.84,0.75,0.36,0.86,175.6,25.6,35.5,6,58.8,2,-0.44,7,3,Unhappy,Socializing
U0704,18-25,Male,0.33,0.75,0.73,0.26,0.46,901.3,22.2,43.5,10,57.8,1,0.02,10,0,Neutral,Exploring
U0705,18-25,Female,0.77,0.21,0.62,0.81,0.21,524.6,18.9,77.9,8,54.3,2,0.83,2,5,Happy,Working
U0706,61+,Male,0.58,0.43,0.64,0.8,0.68,769.5,27.0,43.3,4,33.9,1,-0.9,2,6,Unhappy,Relaxing
U0707,26-40,Male,0.25,0.64,0.65,0.48,0.89,226.0,26.7,44.8,4,70.6,1,0.62,9,4,Happy,Exploring
U0708,41-60,Female,0.87,0.39,0.64,0.69,0.88,703.6,29.0,39.9,9,82.6,3,-0.87,6,5,Unhappy,Socializing
U0709,18-25,Female,0.37,0.84,0.59,0.59,0.31,312.7,26.8,36.5,3,34.6,3,-0.75,7,9,Unhappy,Working
U0710,26-40,Male,0.8,0.64,0.89,0.8,0.33,494.5,27.9,41.7,4,8.6,2,-0.76,5,7,Unhappy,Exploring
U0711,41-60,Male,0.32,0.25,0.71,0.42,0.6,115.2,27.0,62.1,6,29.6,3,0.99,5,0,Happy,Working
U0712,26-40,Male,0.8,0.84,0.74,0.57,0.65,236.4,25.6,52.8,2,13.7,2,-0.64,4,7,Unhappy,Socializing
U0713,26-40,Female,0.21,0.87,0.81,0.54,0.72,182.9,23.1,57.7,3,46.7,3,0.79,8,10,Happy,Socializing
U0714,26-40,Male,0.56,0.25,0.35,0.45,0.33,315.8,28.8,36.1,8,15.6,2,0.98,7,1,Happy,Relaxing
U0715,26-40,Male,0.74,0.57,0.26,0.82,0.87,190.0,25.8,70.1,1,46.3,3,-0.23,10,1,Unhappy,Socializing
U0716,61+,Female,0.85,0.41,0.54,0.32,0.65,722.7,22.8,69.2,7,22.1,1,0.26,2,7,Happy,Exploring
U0717,41-60,Female,0.84,0.47,0.56,0.3,0.79,126.1,19.0,31.1,8,73.9,2,0.56,2,1,Happy,Socializing
U0718,61+,Male,0.77,0.33,0.78,0.6,0.58,656.0,21.5,49.2,4,2.8,2,-0.21,6,7,Unhappy,Exploring
U0719,18-25,Female,0.82,0.6,0.51,0.66,0.49,226.6,24.5,33.4,6,55.5,2,-0.68,1,4,Unhappy,Exploring
U0720,41-60,Female,0.34,0.87,0.6,0.34,0.88,950.6,21.3,69.6,5,16.9,3,-0.13,7,8,Neutral,Working
U0721,61+,Male,0.4,0.55,0.57,0.47,0.61,939.8,20.7,66.9,0,0.1,2,0.54,8,8,Happy,Exploring
U0722,18-25,Male,0.4,0.26,0.23,0.86,0.81,303.0,24.3,75.1,7,86.9,1,0.56,10,7,Happy,Exploring
U0723,18-25,Female,0.46,0.63,0.63,0.37,0.87,653.0,20.0,41.8,8,67.2,2,-0.54,8,8,Unhappy,Relaxing
U0724,41-60,Male,0.48,0.44,0.78,0.67,0.67,125.2,27.6,52.8,9,9.9,1,-0.65,3,6,Unhappy,Working
U0725,26-40,Female,0.58,0.8,0.31,0.72,0.58,938.6,23.8,39.2,10,66.4,3,0.84,7,7,Happy,Exploring
U0726,41-60,Male,0.31,0.5,0.62,0.51,0.2,570.7,24.9,48.6,0,61.2,2,-0.91,1,5,Unhappy,Relaxing
U0727,18-25,Male,0.68,0.33,0.62,0.86,0.23,138.9,19.8,56.1,7,47.3,3,0.47,3,8,Happy,Working
U0728,41-60,Male,0.32,0.33,0.31,0.72,0.34,408.2,21.9,32.7,2,41.9,2,-0.91,6,1,Unhappy,Socializing
U0729,18-25,Male,0.42,0.74,0.29,0.52,0.33,169.2,22.9,65.7,5,88.7,4,0.68,9,2,Happy,Exploring
U0730,18-25,Male,0.55,0.39,0.89,0.6,0.38,453.6,27.7,57.2,9,24.5,4,0.81,5,1,Happy,Socializing
U0731,18-25,Male,0.76,0.74,0.48,0.68,0.41,702.9,27.2,71.4,7,39.8,3,-0.41,5,5,Unhappy,Working
U0732,41-60,Female,0.72,0.34,0.36,0.61,0.45,522.9,20.7,43.6,4,32.9,4,-0.85,9,2,Unhappy,Working
U0733,26-40,Other,0.65,0.43,0.32,0.82,0.49,445.3,25.4,75.2,7,77.1,2,-0.04,9,10,Neutral,Relaxing
U0734,26-40,Female,0.31,0.53,0.67,0.45,0.27,207.2,20.9,79.9,6,91.6,4,-0.4,6,0,Unhappy,Exploring
U0735,26-40,Female,0.58,0.86,0.63,0.41,0.23,320.4,29.9,76.0,6,85.0,3,-0.17,5,3,Neutral,Exploring
U0736,41-60,Male,0.26,0.85,0.65,0.35,0.67,190.1,29.4,68.9,6,79.8,4,0.33,10,4,Happy,Relaxing
U0737,26-40,Female,0.46,0.34,0.26,0.23,0.58,826.7,24.8,70.6,8,98.7,3,-0.58,2,10,Unhappy,Socializing
U0738,41-60,Male,0.49,0.45,0.83,0.23,0.51,221.7,26.4,58.7,5,69.7,3,-0.29,8,3,Unhappy,Working
U0739,26-40,Female,0.23,0.3,0.47,0.81,0.64,635.8,27.6,39.5,5,75.1,2,0.57,8,5,Happy,Relaxing
U0740,26-40,Other,0.39,0.56,0.42,0.67,0.78,408.5,26.7,63.9,10,98.3,2,0.29,7,2,Happy,Working
U0741,26-40,Female,0.87,0.52,0.52,0.66,0.5,303.4,26.4,65.6,8,0.7,2,-0.35,8,9,Unhappy,Socializing
U0742,26-40,Other,0.87,0.83,0.47,0.63,0.65,675.5,29.5,79.3,5,63.4,4,0.33,3,5,Happy,Socializing
U0743,41-60,Female,0.45,0.85,0.8,0.79,0.87,511.3,25.2,57.1,6,73.9,1,0.53,3,9,Happy,Socializing
U0744,26-40,Male,0.23,0.47,0.85,0.54,0.79,460.1,25.6,43.6,6,91.8,2,0.18,2,0,Neutral,Exploring
U0745,18-25,Male,0.33,0.54,0.41,0.81,0.5,633.6,28.2,64.2,1,88.4,2,-0.52,1,5,Unhappy,Working
U0746,41-60,Female,0.47,0.83,0.8,0.45,0.65,542.1,26.0,79.0,7,84.2,2,-1.0,3,7,Unhappy,Working
U0747,26-40,Male,0.86,0.76,0.75,0.85,0.32,373.1,26.8,38.9,10,94.6,4,0.61,3,9,Happy,Relaxing
U0748,26-40,Female,0.3,0.2,0.85,0.69,0.59,603.2,20.8,46.3,5,53.7,4,0.65,7,7,Happy,Working
U0749,61+,Other,0.73,0.42,0.37,0.38,0.89,702.5,22.5,57.1,3,0.7,2,0.4,10,0,Happy,Exploring
U0750,26-40,Male,0.28,0.5,0.6,0.59,0.56,124.0,19.8,38.5,10,1.1,2,-0.85,9,6,Unhappy,Relaxing
U0751,18-25,Female,0.89,0.36,0.39,0.57,0.85,519.3,24.1,31.1,6,54.5,2,0.17,1,9,Neutral,Socializing
U0752,61+,Female,0.47,0.34,0.78,0.3,0.49,151.9,23.5,46.8,7,43.5,2,0.64,8,9,Happy,Working
U0753,26-40,Female,0.74,0.23,0.2,0.61,0.9,267.8,30.0,73.3,0,45.1,2,-0.22,1,3,Unhappy,Exploring
U0754,26-40,Female,0.44,0.65,0.6,0.42,0.61,604.5,25.3,32.2,9,40.0,1,-0.6,3,5,Unhappy,Exploring
U0755,18-25,Female,0.64,0.38,0.44,0.24,0.23,879.6,27.4,51.4,3,91.8,2,0.18,4,5,Neutral,Working
U0756,41-60,Female,0.33,0.24,0.43,0.86,0.61,894.5,22.0,68.1,3,35.9,2,0.65,8,4,Happy,Exploring
U0757,26-40,Female,0.3,0.36,0.65,0.65,0.39,162.9,28.0,77.7,9,85.6,3,-0.9,1,9,Unhappy,Socializing
U0758,26-40,Male,0.86,0.76,0.8,0.81,0.22,477.2,25.4,79.3,8,90.3,2,0.19,2,8,Neutral,Working
U0759,41-60,Male,0.84,0.8,0.63,0.67,0.77,624.7,26.4,51.1,5,50.0,2,0.29,5,10,Happy,Working
U0760,41-60,Female,0.82,0.54,0.8,0.45,0.39,232.4,21.5,77.5,3,44.7,1,0.2,6,9,Neutral,Working
U0761,18-25,Male,0.64,0.49,0.39,0.56,0.76,788.9,24.6,31.8,0,76.1,4,0.3,5,7,Happy,Relaxing
U0762,26-40,Female,0.77,0.88,0.56,0.67,0.4,769.8,25.6,67.3,7,70.8,2,0.26,3,5,Happy,Socializing
U0763,18-25,Female,0.25,0.34,0.52,0.87,0.34,913.0,25.1,62.1,10,32.9,1,-0.74,10,3,Unhappy,Exploring
U0764,41-60,Male,0.43,0.35,0.21,0.38,0.88,107.6,29.0,42.5,8,10.3,2,-0.53,7,3,Unhappy,Working
U0765,18-25,Female,0.42,0.4,0.59,0.81,0.45,295.0,28.8,55.4,4,26.5,4,0.24,1,8,Happy,Working
U0766,26-40,Female,0.64,0.32,0.66,0.85,0.62,844.5,29.7,36.5,4,13.1,3,-0.96,2,3,Unhappy,Exploring
U0767,41-60,Female,0.45,0.47,0.61,0.67,0.63,703.5,26.0,73.6,9,29.5,3,0.27,9,6,Happy,Socializing
U0768,41-60,Male,0.3,0.84,0.72,0.85,0.59,905.0,29.7,47.9,7,26.2,1,0.33,4,5,Happy,Exploring
U0769,26-40,Male,0.62,0.63,0.6,0.48,0.84,151.5,28.0,61.3,7,63.8,3,-0.52,8,1,Unhappy,Exploring
U0770,41-60,Male,0.77,0.49,0.25,0.87,0.67,637.3,21.2,37.9,4,95.4,3,0.2,9,4,Neutral,Working
U0771,18-25,Female,0.47,0.85,0.28,0.69,0.48,612.1,23.1,40.3,3,68.6,2,0.07,7,2,Neutral,Relaxing
U0772,41-60,Male,0.29,0.23,0.62,0.23,0.8,132.1,20.9,79.6,5,92.7,4,-0.48,1,8,Unhappy,Relaxing
U0773,18-25,Female,0.34,0.35,0.39,0.83,0.33,562.2,18.1,67.7,9,78.4,2,-0.07,5,9,Neutral,Relaxing
U0774,26-40,Male,0.37,0.6,0.26,0.54,0.58,648.6,20.3,78.1,4,72.8,1,0.82,6,0,Happy,Relaxing
U0775,41-60,Male,0.41,0.63,0.5,0.52,0.87,272.2,18.0,44.8,7,41.4,4,-0.15,8,9,Neutral,Relaxing
U0776,18-25,Female,0.65,0.23,0.59,0.6,0.64,346.0,26.6,38.2,8,32.5,3,0.26,10,3,Happy,Working
U0777,18-25,Female,0.62,0.48,0.43,0.3,0.77,676.3,23.1,55.2,0,84.6,1,-0.93,8,3,Unhappy,Relaxing
U0778,41-60,Male,0.69,0.65,0.7,0.53,0.66,521.5,21.8,54.7,8,90.5,2,-0.84,9,8,Unhappy,Exploring
U0779,41-60,Male,0.45,0.69,0.65,0.78,0.79,872.2,27.1,38.7,8,45.2,4,-0.84,9,0,Unhappy,Working
U0780,26-40,Male,0.78,0.65,0.43,0.21,0.86,408.1,28.0,66.7,5,0.9,1,0.56,4,1,Happy,Exploring
U0781,26-40,Female,0.34,0.42,0.73,0.39,0.39,340.0,29.7,48.1,10,79.3,1,-0.3,6,0,Unhappy,Relaxing
U0782,26-40,Female,0.53,0.27,0.65,0.2,0.32,986.4,25.7,39.3,9,28.5,2,-0.54,3,0,Unhappy,Socializing
U0783,18-25,Male,0.76,0.5,0.65,0.49,0.54,920.0,23.5,46.6,4,1.0,4,0.49,1,0,Happy,Relaxing
U0784,26-40,Male,0.33,0.29,0.59,0.71,0.69,126.1,21.7,58.2,6,80.5,4,-0.66,6,2,Unhappy,Working
U0785,18-25,Male,0.28,0.86,0.21,0.76,0.36,793.7,20.7,66.3,10,51.7,2,-0.51,1,10,Unhappy,Exploring
U0786,61+,Female,0.82,0.53,0.69,0.86,0.2,199.3,20.6,54.1,7,68.5,2,-0.14,9,3,Neutral,Socializing
U0787,26-40,Other,0.44,0.42,0.46,0.63,0.44,124.7,22.9,56.3,8,91.5,2,-0.34,6,9,Unhappy,Socializing
U0788,26-40,Male,0.68,0.74,0.86,0.38,0.88,346.3,29.9,36.9,8,54.1,1,0.17,1,1,Neutral,Socializing
U0789,26-40,Female,0.22,0.55,0.77,0.85,0.69,342.4,18.0,75.7,9,50.3,3,-0.32,3,0,Unhappy,Exploring
U0790,61+,Male,0.68,0.42,0.61,0.74,0.48,837.4,20.4,76.4,10,29.1,1,-0.21,1,4,Unhappy,Working
U0791,18-25,Male,0.42,0.77,0.38,0.6,0.33,739.6,20.3,64.2,2,30.5,2,0.73,2,5,Happy,Socializing
U0792,26-40,Female,0.24,0.81,0.34,0.69,0.45,983.4,26.6,30.9,7,79.7,3,0.77,6,1,Happy,Exploring
U0793,26-40,Female,0.63,0.67,0.44,0.85,0.32,740.4,22.2,56.9,0,44.9,1,0.66,7,2,Happy,Exploring
U0794,26-40,Female,0.37,0.23,0.53,0.7,0.27,476.4,23.5,61.5,6,16.4,2,0.73,1,9,Happy,Relaxing
U0795,18-25,Female,0.47,0.6,0.41,0.46,0.83,729.0,19.8,79.7,4,9.5,2,0.14,10,2,Neutral,Exploring
U0796,41-60,Male,0.26,0.73,0.56,0.7,0.9,999.5,22.9,79.8,1,47.3,3,0.29,5,1,Happy,Working
U0797,61+,Female,0.3,0.3,0.32,0.23,0.31,739.1,19.2,72.9,1,46.5,1,0.11,6,3,Neutral,Working
U0798,26-40,Male,0.41,0.36,0.88,0.47,0.24,785.5,24.4,33.2,7,65.3,2,0.57,4,4,Happy,Socializing
U0799,26-40,Female,0.26,0.82,0.28,0.48,0.43,944.5,19.2,77.7,4,47.1,2,0.1,6,7,Neutral,Exploring
U0800,61+,Male,0.84,0.21,0.85,0.32,0.52,202.3,27.5,60.6,10,14.3,4,-0.78,5,5,Unhappy,Exploring
U0801,41-60,Female,0.2,0.73,0.84,0.22,0.34,734.3,24.8,70.0,2,50.8,1,0.62,7,8,Happy,Relaxing
U0802,18-25,Male,0.54,0.53,0.57,0.29,0.41,865.7,26.7,50.4,0,90.7,4,0.52,4,2,Happy,Relaxing
U0803,26-40,Male,0.29,0.51,0.71,0.66,0.34,958.9,23.0,46.0,10,15.9,3,0.64,1,9,Happy,Exploring
U0804,26-40,Female,0.42,0.2,0.51,0.76,0.74,289.9,22.6,53.2,6,69.0,3,-0.62,2,8,Unhappy,Exploring
U0805,26-40,Male,0.85,0.77,0.64,0.89,0.7,553.5,19.2,37.3,10,59.4,1,-0.46,6,10,Unhappy,Exploring
U0806,41-60,Female,0.31,0.45,0.44,0.44,0.64,712.5,24.3,47.9,2,74.9,2,-0.41,10,10,Unhappy,Relaxing
U0807,61+,Male,0.88,0.58,0.41,0.62,0.47,322.7,24.2,72.9,6,15.1,1,0.02,2,3,Neutral,Relaxing
U0808,61+,Male,0.34,0.67,0.6,0.86,0.84,640.4,23.6,31.9,1,94.2,2,-0.73,5,7,Unhappy,Working
U0809,26-40,Male,0.72,0.69,0.55,0.32,0.88,331.8,26.9,37.5,3,62.1,4,-0.23,4,9,Unhappy,Socializing
U0810,18-25,Male,0.58,0.87,0.61,0.7,0.32,400.1,28.0,36.3,1,84.7,1,-0.64,7,6,Unhappy,Socializing
U0811,61+,Female,0.82,0.57,0.4,0.73,0.36,497.4,27.0,50.2,3,24.7,2,-0.47,4,6,Unhappy,Socializing
U0812,41-60,Male,0.59,0.48,0.46,0.26,0.57,576.3,19.7,79.8,4,73.9,1,0.41,7,8,Happy,Socializing
U0813,18-25,Female,0.57,0.87,0.26,0.8,0.26,504.4,25.5,38.7,7,78.1,3,0.71,8,9,Happy,Relaxing
U0814,61+,Female,0.34,0.65,0.24,0.77,0.51,543.9,19.0,37.3,1,39.7,1,-0.95,7,1,Unhappy,Relaxing
U0815,41-60,Male,0.32,0.41,0.38,0.22,0.61,368.7,26.3,75.8,9,38.4,1,0.13,2,4,Neutral,Exploring
U0816,26-40,Female,0.84,0.29,0.25,0.26,0.57,243.1,22.6,74.1,2,65.8,2,-0.93,1,2,Unhappy,Working
U0817,26-40,Female,0.43,0.79,0.27,0.23,0.43,142.6,19.6,31.6,9,9.3,3,-0.83,5,6,Unhappy,Working
U0818,26-40,Female,0.46,0.45,0.77,0.43,0.58,276.4,28.3,67.6,4,73.6,1,0.41,7,2,Happy,Socializing
U0819,18-25,Male,0.73,0.66,0.23,0.56,0.87,623.7,25.4,62.8,10,4.3,1,0.47,1,4,Happy,Exploring
U0820,26-40,Male,0.44,0.53,0.66,0.57,0.34,807.5,22.3,68.4,8,19.1,1,0.63,8,4,Happy,Exploring
U0821,41-60,Female,0.87,0.34,0.39,0.39,0.66,252.3,18.4,54.7,9,66.4,4,-0.05,3,1,Neutral,Relaxing
U0822,18-25,Female,0.72,0.62,0.81,0.84,0.23,197.7,24.4,79.6,10,9.8,2,0.72,7,10,Happy,Exploring
U0823,26-40,Female,0.62,0.24,0.54,0.46,0.25,774.4,29.1,32.2,4,97.2,3,-0.67,3,0,Unhappy,Working
U0824,26-40,Male,0.82,0.49,0.41,0.23,0.59,374.6,25.2,41.7,8,86.8,3,-0.5,4,5,Unhappy,Working
U0825,26-40,Female,0.23,0.58,0.56,0.41,0.27,956.3,29.7,49.8,3,62.6,1,-0.73,8,0,Unhappy,Exploring
U0826,61+,Male,0.38,0.51,0.47,0.57,0.22,742.9,19.6,52.5,9,81.9,2,0.6,2,8,Happy,Relaxing
U0827,26-40,Female,0.53,0.72,0.6,0.49,0.32,394.1,24.8,76.1,4,88.8,1,-0.54,6,9,Unhappy,Working
U0828,26-40,Male,0.36,0.78,0.28,0.39,0.6,360.6,27.6,58.0,8,25.9,2,-0.69,10,4,Unhappy,Relaxing
U0829,41-60,Female,0.72,0.74,0.9,0.29,0.69,571.3,24.3,32.3,3,84.9,2,0.25,9,0,Happy,Relaxing
U0830,26-40,Male,0.84,0.23,0.5,0.77,0.34,171.2,19.1,50.4,4,19.5,2,-0.85,10,7,Unhappy,Working
U0831,18-25,Male,0.5,0.34,0.44,0.9,0.67,205.9,25.0,50.8,4,41.3,1,-0.91,9,0,Unhappy,Relaxing
U0832,26-40,Female,0.44,0.58,0.7,0.43,0.33,258.3,25.3,78.3,3,55.8,1,-0.79,5,3,Unhappy,Socializing
U0833,18-25,Male,0.87,0.85,0.45,0.47,0.63,797.3,26.7,60.0,3,71.4,3,-1.0,3,6,Unhappy,Socializing
U0834,18-25,Male,0.51,0.78,0.78,0.63,0.49,562.5,27.1,61.8,10,3.0,3,0.39,6,3,Happy,Socializing
U0835,26-40,Male,0.54,0.79,0.52,0.7,0.66,109.5,27.2,65.7,4,29.1,1,0.12,9,4,Neutral,Exploring
U0836,26-40,Female,0.45,0.41,0.7,0.47,0.9,706.2,26.0,68.5,5,60.9,1,-0.58,6,6,Unhappy,Working
U0837,61+,Female,0.84,0.5,0.28,0.83,0.86,481.3,20.6,61.8,6,35.7,4,-0.53,4,3,Unhappy,Socializing
U0838,26-40,Male,0.6,0.53,0.79,0.59,0.2,559.8,22.9,41.9,5,77.5,3,0.62,5,4,Happy,Relaxing
U0839,26-40,Female,0.73,0.31,0.72,0.52,0.82,292.7,27.3,73.7,0,65.2,4,0.0,7,6,Neutral,Socializing
U0840,26-40,Female,0.77,0.22,0.35,0.65,0.25,596.6,29.4,66.6,1,23.4,2,0.4,10,0,Happy,Relaxing
U0841,18-25,Male,0.44,0.86,0.3,0.87,0.87,981.2,18.9,67.1,6,14.6,2,-0.09,3,2,Neutral,Working
U0842,26-40,Female,0.5,0.37,0.42,0.76,0.4,166.1,24.4,79.8,2,62.9,1,-0.52,9,0,Unhappy,Socializing
U0843,18-25,Female,0.79,0.37,0.88,0.23,0.47,355.5,21.8,70.1,9,45.0,3,0.94,1,2,Happy,Working
U0844,61+,Female,0.45,0.26,0.38,0.43,0.26,318.7,20.7,71.5,10,16.9,1,0.13,8,10,Neutral,Socializing
U0845,18-25,Male,0.76,0.85,0.52,0.53,0.28,323.7,24.1,77.6,1,32.6,1,-0.74,5,1,Unhappy,Relaxing
U0846,26-40,Female,0.86,0.61,0.22,0.42,0.71,440.8,25.3,37.6,5,30.3,1,-0.19,10,4,Neutral,Relaxing
U0847,18-25,Female,0.64,0.67,0.48,0.69,0.86,836.3,18.1,54.9,10,10.8,3,-0.34,9,9,Unhappy,Exploring
U0848,61+,Male,0.72,0.84,0.6,0.78,0.63,921.6,27.4,59.0,3,54.7,2,-0.57,2,4,Unhappy,Exploring
U0849,26-40,Male,0.76,0.44,0.87,0.71,0.7,282.0,27.8,46.5,10,76.4,3,0.87,1,9,Happy,Exploring
U0850,26-40,Male,0.79,0.64,0.56,0.89,0.73,588.7,29.6,72.0,4,57.5,4,0.76,10,8,Happy,Socializing
U0851,18-25,Male,0.48,0.23,0.77,0.39,0.38,673.2,20.2,68.1,5,82.6,3,-0.6,7,7,Unhappy,Working
U0852,41-60,Female,0.24,0.33,0.58,0.81,0.23,569.6,25.1,66.0,2,12.8,2,-0.3,10,2,Unhappy,Socializing
U0853,18-25,Male,0.48,0.78,0.23,0.74,0.2,490.7,23.1,79.9,0,43.6,4,0.52,9,0,Happy,Relaxing
U0854,41-60,Male,0.67,0.74,0.42,0.45,0.45,272.8,22.0,43.0,2,60.9,2,-0.58,5,4,Unhappy,Working
U0855,18-25,Female,0.52,0.45,0.6,0.71,0.37,539.4,24.8,66.8,2,67.6,1,0.18,4,10,Neutral,Relaxing
U0856,18-25,Male,0.72,0.46,0.87,0.27,0.24,461.1,27.4,57.6,5,69.6,4,0.4,4,2,Happy,Exploring
U0857,18-25,Female,0.45,0.57,0.8,0.75,0.33,816.0,18.3,45.6,3,72.9,1,0.31,8,4,Happy,Relaxing
U0858,26-40,Male,0.64,0.2,0.36,0.57,0.29,787.2,29.6,38.0,6,65.1,2,0.41,1,8,Happy,Socializing
U0859,26-40,Male,0.33,0.37,0.35,0.4,0.84,220.6,27.7,74.8,10,9.4,2,0.41,1,10,Happy,Relaxing
U0860,18-25,Male,0.72,0.35,0.34,0.66,0.3,179.7,27.0,59.8,1,69.5,2,0.93,8,0,Happy,Relaxing
U0861,41-60,Male,0.58,0.38,0.85,0.65,0.58,917.3,27.1,71.2,3,72.5,2,-0.31,2,0,Unhappy,Relaxing
U0862,26-40,Male,0.34,0.76,0.8,0.35,0.62,582.0,22.7,57.3,7,99.3,1,0.76,10,8,Happy,Working
U0863,26-40,Female,0.4,0.4,0.74,0.22,0.58,872.0,27.0,41.0,10,69.3,2,-0.96,6,2,Unhappy,Relaxing
U0864,26-40,Female,0.72,0.33,0.47,0.5,0.27,152.3,22.6,46.9,5,68.7,3,-0.42,2,9,Unhappy,Relaxing
U0865,26-40,Male,0.54,0.55,0.55,0.6,0.42,573.9,28.8,49.1,9,51.5,2,-0.9,5,4,Unhappy,Exploring
U0866,26-40,Female,0.35,0.81,0.53,0.81,0.24,585.5,20.1,78.6,2,86.8,2,0.3,3,8,Happy,Exploring
U0867,18-25,Female,0.88,0.37,0.38,0.85,0.48,874.6,21.5,30.3,9,99.7,2,-0.8,7,10,Unhappy,Socializing
U0868,18-25,Female,0.7,0.25,0.55,0.57,0.33,187.8,24.6,79.3,1,77.9,3,0.69,9,4,Happy,Exploring
U0869,41-60,Male,0.87,0.45,0.22,0.73,0.59,316.4,21.8,79.0,2,61.3,3,0.29,2,2,Happy,Relaxing
U0870,61+,Male,0.5,0.72,0.29,0.51,0.68,465.9,23.1,79.8,0,7.9,4,-0.94,7,8,Unhappy,Exploring
U0871,26-40,Male,0.53,0.59,0.82,0.72,0.57,879.3,23.9,53.8,0,72.7,1,0.43,8,6,Happy,Working
U0872,18-25,Female,0.83,0.77,0.73,0.34,0.5,945.0,28.3,78.2,1,70.9,1,0.72,10,6,Happy,Socializing
U0873,26-40,Female,0.57,0.87,0.5,0.46,0.47,993.5,24.3,49.8,2,77.6,1,0.32,8,7,Happy,Exploring
U0874,26-40,Male,0.7,0.75,0.56,0.64,0.79,963.3,22.3,31.3,8,12.5,1,-0.94,7,10,Unhappy,Socializing
U0875,18-25,Male,0.38,0.62,0.46,0.21,0.35,105.3,21.0,41.2,7,65.4,2,0.72,4,4,Happy,Socializing
U0876,18-25,Female,0.51,0.55,0.72,0.71,0.71,142.9,22.9,77.3,10,29.6,4,0.46,4,1,Happy,Socializing
U0877,41-60,Female,0.29,0.23,0.75,0.78,0.73,232.8,24.2,30.7,10,76.0,2,-0.24,10,10,Unhappy,Working
U0878,26-40,Other,0.34,0.89,0.73,0.48,0.49,414.0,27.0,57.3,8,24.0,4,-0.34,9,8,Unhappy,Relaxing
U0879,18-25,Female,0.2,0.47,0.71,0.51,0.41,846.9,19.5,33.8,6,68.4,1,-0.04,10,2,Neutral,Working
U0880,18-25,Male,0.23,0.31,0.34,0.8,0.53,903.4,20.7,44.3,6,29.5,4,0.73,9,10,Happy,Socializing
